"Link_id";"Link_Direction";"Timestamp";"Congestion"
"14887827";"2";"2026-01-19 14:45:00.000";"Low"
"14887868";"1";"2026-01-19 14:15:00.000";"Low"
"14888059";"1";"2026-01-19 11:15:00.000";"Medium"
"14888136";"1";"2026-01-19 15:00:00.000";"Low"
"14888279";"2";"2026-01-19 09:15:00.000";"Low"
"14888327";"1";"2026-01-19 14:00:00.000";"Medium"
"14888340";"1";"2026-01-19 14:45:00.000";"Low"
"14888352";"1";"2026-01-19 14:00:00.000";"Medium"
"14888397";"1";"2026-01-19 15:00:00.000";"Low"
"14888434";"1";"2026-01-19 08:30:00.000";"Medium"
"14888483";"1";"2026-01-19 15:00:00.000";"Low"
"14888697";"1";"2026-01-19 14:30:00.000";"Low"
"14888697";"2";"2026-01-19 15:00:00.000";"Low"
"14888749";"1";"2026-01-19 15:00:00.000";"Low"
"14888755";"1";"2026-01-19 15:00:00.000";"Low"
"14889522";"1";"2026-01-19 14:45:00.000";"Low"
"14889528";"1";"2026-01-19 12:15:00.000";"Medium"
"14889547";"1";"2026-01-19 14:00:00.000";"Low"
"14889553";"1";"2026-01-19 13:00:00.000";"Low"
"14889556";"1";"2026-01-19 14:30:00.000";"Low"
"14889577";"1";"2026-01-19 13:45:00.000";"Low"
"14889599";"1";"2026-01-19 14:15:00.000";"Low"
"14889611";"1";"2026-01-19 13:30:00.000";"Medium"
"14889671";"1";"2026-01-19 14:30:00.000";"Low"
