"Link_id";"Link_Direction";"Timestamp";"Speed";"UniqueEntries"
"14886998";"1";"2026-01-19 14:00:00.000";"19";"1"
"14887029";"2";"2026-01-19 14:15:00.000";"13";"1"
"14887079";"1";"2026-01-19 13:30:00.000";"14";"1"
"14887157";"1";"2026-01-19 14:30:00.000";"20";"1"
"14887217";"1";"2026-01-19 14:45:00.000";"19";"1"
"14887276";"1";"2026-01-19 14:45:00.000";"23";"1"
"14887286";"1";"2026-01-19 13:45:00.000";"13";"1"
"14887315";"1";"2026-01-19 12:45:00.000";"13";"1"
"14887315";"2";"2026-01-19 11:30:00.000";"12";"1"
"14887331";"2";"2026-01-19 15:00:00.000";"23";"1"
"14887338";"1";"2026-01-19 14:30:00.000";"17";"1"
"14887363";"1";"2026-01-19 15:00:00.000";"29";"2"
"14887383";"1";"2026-01-18 20:45:00.000";"22";"1"
"14887427";"1";"2026-01-19 15:00:00.000";"22";"2"
"14887439";"1";"2026-01-19 10:00:00.000";"7";"1"
"14887464";"1";"2026-01-19 15:00:00.000";"18";"1"
"14887480";"1";"2026-01-19 15:00:00.000";"23";"1"
"14887505";"1";"2026-01-19 13:00:00.000";"17";"1"
"14887548";"1";"2026-01-19 12:30:00.000";"10";"1"
"14887589";"1";"2026-01-19 15:00:00.000";"15";"1"
"14887612";"1";"2026-01-19 14:15:00.000";"30";"1"
"14887612";"2";"2026-01-19 14:30:00.000";"31";"1"
"14887692";"1";"2026-01-19 11:30:00.000";"3";"1"
"14887699";"1";"2026-01-19 15:00:00.000";"16";"1"
"14887702";"1";"2026-01-19 14:30:00.000";"16";"1"
"14887703";"1";"2026-01-19 15:00:00.000";"11";"1"
"14887704";"1";"2026-01-19 15:00:00.000";"21";"1"
"14887706";"1";"2026-01-19 12:00:00.000";"2";"1"
"14887718";"1";"2026-01-19 10:45:00.000";"29";"1"
"14887718";"2";"2026-01-18 17:45:00.000";"25";"1"
"14887720";"1";"2026-01-19 13:30:00.000";"21";"1"
"14887729";"1";"2026-01-19 14:30:00.000";"28";"1"
"14887771";"1";"2026-01-19 12:15:00.000";"28";"1"
"14887780";"2";"2026-01-19 14:30:00.000";"30";"1"
"14887782";"1";"2026-01-19 14:45:00.000";"29";"1"
"14887783";"1";"2026-01-19 15:00:00.000";"36";"1"
"14887790";"1";"2026-01-19 14:15:00.000";"30";"1"
"14887807";"1";"2026-01-19 07:45:00.000";"34";"1"
"14887827";"1";"2026-01-19 15:00:00.000";"50";"1"
"14887827";"2";"2026-01-19 14:45:00.000";"41";"1"
"14887868";"1";"2026-01-19 14:15:00.000";"29";"1"
"14888059";"1";"2026-01-19 11:15:00.000";"15";"1"
"14888136";"1";"2026-01-19 15:00:00.000";"26";"7"
"14888279";"2";"2026-01-19 09:15:00.000";"42";"1"
"14888327";"1";"2026-01-19 14:00:00.000";"15";"1"
"14888340";"1";"2026-01-19 14:45:00.000";"28";"1"
"14888352";"1";"2026-01-19 14:00:00.000";"10";"1"
"14888397";"1";"2026-01-19 15:00:00.000";"23";"1"
"14888434";"1";"2026-01-19 08:30:00.000";"18";"1"
"14888483";"1";"2026-01-19 15:00:00.000";"41";"1"
"14888697";"1";"2026-01-19 14:30:00.000";"42";"1"
"14888697";"2";"2026-01-19 15:00:00.000";"35";"1"
"14888749";"1";"2026-01-19 15:00:00.000";"106";"1"
"14888755";"1";"2026-01-19 15:00:00.000";"73";"4"
"14889522";"1";"2026-01-19 14:45:00.000";"24";"1"
"14889528";"1";"2026-01-19 12:15:00.000";"20";"1"
"14889547";"1";"2026-01-19 14:00:00.000";"24";"1"
"14889553";"1";"2026-01-19 13:00:00.000";"24";"1"
"14889556";"1";"2026-01-19 14:30:00.000";"26";"1"
"14889577";"1";"2026-01-19 13:45:00.000";"26";"1"
"14889599";"1";"2026-01-19 14:15:00.000";"24";"1"
"14889611";"1";"2026-01-19 13:30:00.000";"19";"1"
"14889671";"1";"2026-01-19 14:30:00.000";"23";"1"
